canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
champagne vinegar,unknown,,,2,0.250,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":29,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
corn husks,unknown,,,2,0.250,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":93,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
chicken pieces,unknown,,,2,0.249,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":92,""world_recipe_count"":3,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh raspberries,unknown,,,2,0.249,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":8,""kaggle_recipe_count"":92,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
pickled beets,unknown,,,2,0.249,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":6,""world_recipe_count"":0,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
prawns,unknown,,,2,0.249,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":92,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cheese ricotta,dairy,,42,2,0.248,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":583,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
carrot sticks,unknown,,,2,0.247,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":4,""world_recipe_count"":0,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
dried beef,unknown,,,2,0.247,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":4,""world_recipe_count"":1,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
peanut sauce,unknown,,,2,0.247,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":20,""world_recipe_count"":1,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
yams,unknown,,,2,0.247,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":41,""world_recipe_count"":3,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
caraway seeds,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":82,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
chickpea flour,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":51,""world_recipe_count"":1,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
cream cheese frosting,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":8,""world_recipe_count"":0,""usda_exact_name_matches"":15},""seed_version"":""v1""}"
grape leaves,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":18,""world_recipe_count"":1,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
red food coloring,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":71,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
strawberry ice cream,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
tomato salsa,unknown,,,2,0.246,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":45,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
amchur,unknown,,,2,0.245,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":87,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
buns,unknown,,,2,0.245,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":17,""world_recipe_count"":0,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
baby corn,unknown,,,2,0.244,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":37,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
galangal,unknown,,,2,0.244,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":85,""world_recipe_count"":2,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
grill seasoning,unknown,,,2,0.244,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":5,""world_recipe_count"":0,""usda_exact_name_matches"":15},""seed_version"":""v1""}"
finely chopped fresh parsley,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":84,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
green curry paste,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":46,""world_recipe_count"":1,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
hot chili sauce,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":36,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
kiwi,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":72,""kaggle_recipe_count"":26,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
lamb shoulder,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":84,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
tamarind paste,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":84,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
vegetable oil spray,unknown,,,2,0.243,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":84,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
pomegranate seeds,unknown,,,2,0.242,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":29,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
bouillon,unknown,,,2,0.241,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":427,""kaggle_recipe_count"":16,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
baking mix,unknown,,,2,0.239,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":31,""kaggle_recipe_count"":18,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
red leaf lettuce,unknown,,,2,0.238,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":23,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
lemon slices,unknown,,,2,0.237,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":70,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
mackerel,unknown,,,2,0.237,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":24,""kaggle_recipe_count"":5,""world_recipe_count"":0,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
potato fried,bakery,,68,2,0.237,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
apricot jam,unknown,,,2,0.236,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":21,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
canned tomatoes,unknown,,,2,0.236,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":75,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
clarified butter,unknown,,,2,0.236,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":28,""kaggle_recipe_count"":51,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
mozzarella,unknown,,,2,0.236,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":1,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
spring roll wrappers,unknown,,,2,0.236,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":58,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
pork ribs,unknown,,,2,0.235,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":30,""world_recipe_count"":1,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
superfine sugar,unknown,,,2,0.235,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":73,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
aged balsamic vinegar,unknown,,,2,0.233,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":12,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
plain whole milk yogurt,unknown,,,2,0.233,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":49,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
fresh curry leaves,unknown,,,2,0.232,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":69,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
black sesame seeds,unknown,,,2,0.231,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":46,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
harissa,unknown,,,2,0.231,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":61,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
lime slices,unknown,,,2,0.231,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":51,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
raspberry jam,unknown,,,2,0.231,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":20,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
king crab,seafood,,2,2,0.230,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
vanilla frosting,unknown,,,2,0.230,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
duck,unknown,,,2,0.229,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":237,""kaggle_recipe_count"":49,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
pistachio nuts,unknown,,,2,0.229,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":22,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
cocktail cherries,unknown,,,2,0.227,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
garlic oil,unknown,,,2,0.227,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":9,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
pickled vegetables,unknown,,,2,0.227,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":15,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
sweet pepper,vegetable fruit,capsicum annuum,,2,0.227,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":1,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":62,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
garlic and herb seasoning,unknown,,,2,0.226,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
orange liqueur,unknown,,,2,0.226,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":61,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
sliced tomatoes,unknown,,,2,0.226,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":23,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
sweet soy sauce,unknown,,,2,0.226,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":29,""world_recipe_count"":1,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
bonito flakes,unknown,,,2,0.225,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":38,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
papaya mountain,fruit,,54,2,0.225,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
parsley leaves,unknown,,,2,0.225,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":60,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
halibut,unknown,,,2,0.224,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":169,""kaggle_recipe_count"":26,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
low fat ricotta cheese,unknown,,,2,0.224,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":11,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
chaat masala,unknown,,,2,0.223,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":183,""kaggle_recipe_count"":45,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh oregano leaves,unknown,,,2,0.223,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":57,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
madras curry powder,unknown,,,2,0.223,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":36,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
orange peel,unknown,,,2,0.223,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":36,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
sun dried tomatoes in oil,unknown,,,2,0.223,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":36,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
brown gravy,unknown,,,2,0.222,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
veal,unknown,,,2,0.222,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":381,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
toasted pine nuts,unknown,,,2,0.221,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":39,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
crushed ice,unknown,,,2,0.219,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":26,""kaggle_recipe_count"":50,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh herbs,unknown,,,2,0.219,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":52,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
besan,unknown,,,2,0.218,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
bread slices,unknown,,,2,0.218,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":50,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
quince chinese,fruit,,45,2,0.218,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
seedless red grapes,unknown,,,2,0.218,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":24,""world_recipe_count"":0,""usda_exact_name_matches"":5},""seed_version"":""v1""}"
